1.961447703665163411e-01 2.903399044406090868e-01
8.609935076939106979e-01 8.669328938541331908e-01
6.246788955218416373e-01 7.342311117774413809e-02
3.300210262136193951e-02 5.396531385085137078e-01
2.894490095293933418e-01 7.830249252611299893e-01
6.301721543590677044e-01 1.538676277480377497e-01
6.358854436281954348e-01 4.291098317186421429e-01
6.573980703858165464e-01 2.135025077058171350e-01
3.654255214745381064e-01 4.481420997616603064e-02
7.420844315074828224e-01 5.016808720693054502e-01
5.341566382092424181e-01 3.995919767102908970e-01
2.539052234483887283e-01 7.659608412985163817e-02
7.315284116441965745e-01 2.212571266385054969e-01
9.252473896971334932e-01 7.439725467762936528e-02
1.019207848988480380e-01 9.653701025753691489e-01
3.640465608949585707e-01 4.638961323402778225e-01
6.278526251840399475e-01 4.301322437736110338e-01
9.665511942911412246e-01 8.679866987075629536e-01
2.401347913219264996e-02 4.873380158154907438e-01
3.310697733328757941e-01 4.961436134949865906e-01
6.496972099883850937e-01 2.236336051054342855e-01
7.678104517917629934e-01 8.764699911589948211e-01
5.936893795441577915e-02 2.167586411264785795e-01
3.149157097669628147e-01 3.625904405004979347e-01
7.164026747121984284e-01 8.576081030935847060e-01
4.821395213339345620e-01 4.041253127576749371e-03
5.672221240300829859e-01 7.455858778960449129e-01
7.936407625823224121e-01 7.096216652338498410e-01
2.660250036977910293e-01 5.480915089748001900e-01
8.667569616081994832e-01 1.084030502827004749e-01
2.352694187112337465e-01 6.534230933251791162e-01
5.625964511631138532e-01 7.784594602741974345e-01
8.893400892817504566e-02 9.736001560641137642e-01
8.615269035506727402e-01 3.025179311711233554e-01
3.828439410502211260e-01 8.524349651436953224e-01
8.579891345478728448e-01 4.477834103954051459e-01
9.190593849168473550e-01 8.629841731712191155e-01
2.705638313210690926e-01 9.653047413316774295e-01
1.899627908999789172e-01 1.236334525693226771e-01
2.826342403382735569e-01 9.989125635194688879e-01
7.591259338407374546e-01 9.233794064907085986e-01
3.189999783158510294e-01 6.715651831125577509e-01
6.774053580406707020e-01 1.136563325072257324e-01
7.294330716320123198e-01 7.261912186233968614e-01
4.984226646161141749e-01 3.994951750274111646e-01
2.633865837874391769e-01 5.909667073721214248e-01
3.371085963260327389e-01 6.981061464806519457e-01
2.937131867633802074e-02 4.467449586564964381e-02
5.604053816641144659e-01 9.136004968051901765e-01
3.917406581408214850e-01 1.437096757794120716e-02
4.688692744615348129e-01 7.315681077281011024e-01
6.609318952727690766e-01 8.144596355548158195e-01
8.294067636285817890e-02 5.676991604743466535e-01
9.489478409132706682e-01 3.117786895745018327e-01
7.378730232036162517e-01 5.503003193584440345e-01
8.096784244080612591e-01 1.085564362176830722e-01
5.795054193439149737e-01 6.122608838709218126e-01
4.611225884120921936e-01 8.070209582123065717e-01
9.897563974380136909e-01 3.460128099478931851e-01
7.673179696708148922e-01 8.485185847891154598e-01
4.593195440401934837e-01 3.203202258475498221e-01
6.936508529225249298e-01 8.014228095446407352e-02
3.478903763814075178e-01 2.089307248515448467e-02
4.760968905754477953e-01 1.427904265936886796e-01
7.856664215835815757e-01 6.028310064452786499e-01
1.583769732072289882e-01 2.575187276898571742e-02
2.152887736817536979e-01 4.109798150768615432e-01
7.392348423872102670e-01 1.418853230420114020e-02
6.640356347230450540e-01 8.210354535869153203e-01
5.282624431201681237e-01 3.837252409212931203e-01
7.291230635528714865e-01 5.898601077021226047e-03
5.717883988865443134e-01 7.348024591791526561e-01
7.862625246094029352e-01 4.826349143469876868e-02
9.575786506043727497e-01 7.027309086838295915e-02
1.695332160214362283e-01 6.977147896410778039e-01
8.506889894648967942e-01 7.907317447483539485e-01
7.899524791866966433e-01 8.188160215855498913e-01
1.344526625279627297e-01 9.368432318130802683e-01
8.614946171226930405e-01 8.798039334033069814e-02
9.971994715854958224e-01 7.486079631048350169e-01
1.155014742408829731e-01 1.062485506057615492e-01
2.856163619581777446e-01 2.022216354126382676e-01
8.449883755970020172e-01 7.499976608777567666e-01
5.081968679413939594e-02 8.171301806113645538e-01
5.463760162627435690e-01 1.008256744374405045e-01
8.158624434479715415e-01 3.002181797828434862e-01
3.741434365084668201e-01 2.412676304696119711e-01
7.972669387843551725e-01 3.934168814139595849e-01
3.501762266311367888e-01 7.509441705623955965e-01
8.123634314636020148e-01 1.052383406319761239e-01
4.125182061103205289e-02 2.692605374458726386e-01
5.414347926961543545e-01 1.454290125009010115e-01
